decision	ogid	ark	title	creator	reason
accept	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k58053898	Le fellah : souvenirs d'Égypte (6e éd.) / Edmond About	About, Edmond (1828-1885). Auteur du texte	creator+year+memoir-title
accept	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k62092287	Le siège de Paris : impressions et souvenirs / Francisque Sa	Sarcey, Francisque (1827-1899). Auteur du texte	creator+year+memoir-title
accept	nisard-desire-1806-03-20	https://gallica.bnf.fr/ark:/12148/bpt6k54061806	Souvenirs et notes biographiques (juillet 1881) / par Désiré	Nisard, Désiré (1806-1888). Auteur du texte	creator+year+memoir-title
accept	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k3359305k	De Thalie à Melpomène : souvenirs de théâtre / Émile Fabre	Fabre, Émile (1869-1955). Auteur du texte	creator+year+memoir-title
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k3359305k	De Thalie à Melpomène : souvenirs de théâtre / Émile Fabre	Fabre, Émile (1869-1955). Auteur du texte	given-name mismatch
accept	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k64686026	Le siège de Paris : impressions et souvenirs / Francisque Sa	Sarcey, Francisque (1827-1899). Auteur du texte	creator+year+memoir-title
reject	benoit-peter-1834-08-17	https://gallica.bnf.fr/ark:/12148/bpt6k934954p	Souvenirs et lettres / Renée de Benoit, née Van Berchem	Benoit, Renée de (1892-1919). Auteur du texte	given-name mismatch
reject	benoit-pierre-1886-07-16	https://gallica.bnf.fr/ark:/12148/bpt6k934954p	Souvenirs et lettres / Renée de Benoit, née Van Berchem	Benoit, Renée de (1892-1919). Auteur du texte	given-name mismatch
reject	haussonville-gabriel-1843-09-21	https://gallica.bnf.fr/ark:/12148/bpt6k2054848	Le comte de Paris : souvenirs personnels / comte d'Haussonvi	Haussonville, Gabriel-Paul-Othenin d' (1843-1924). Auteur du	given-name mismatch
reject	gide-charles-1847-06-28	https://gallica.bnf.fr/ark:/12148/bpt6k20188w	Journal, 1939-1949. 2 ; Souvenirs ([2e édition]) / André Gid	Gide, André (1869-1951). Auteur du texte	given-name mismatch
reject	haussonville-gabriel-1843-09-21	https://gallica.bnf.fr/ark:/12148/bpt6k364871	Souvenirs et mélanges / par M. le comte d'Haussonville,...	Haussonville, Joseph-Othenin-Bernard de Cléron (1809-1884 ; 	given-name mismatch
accept	malot-hector-1830-05-20	https://gallica.bnf.fr/ark:/12148/bpt6k64056s	Miss Clifton : souvenirs d'un blessé / par Hector Malot	Malot, Hector (1830-1907). Auteur du texte	creator+year+memoir-title
accept	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k105465r	Souvenirs de voyages et traditions populaires / par X. Marmi	Marmier, Xavier (1808-1892). Auteur du texte	creator+year+memoir-title
accept	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k1054664	Nouveaux souvenirs de voyage. Franche-Comté / par X. Marmier	Marmier, Xavier (1808-1892). Auteur du texte	creator+year+memoir-title
reject	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k6478823b	Extrait des Mémoires littéraires et critiques sur la médecin	Sue, Pierre (1739-1816). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k65659296	Mémoires pour servir à l'histoire de notre tems , par rappor	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	lecomte-georges-1867-07-09	https://gallica.bnf.fr/ark:/12148/bpt6k87050493	Nouveaux mémoires sur l'état présent de la Chine . Par le P.	Le Comte, Louis (1655-1728). Auteur du texte	given-name mismatch
reject	bourgeois-pierre-1898-12-04	https://gallica.bnf.fr/ark:/12148/bpt6k81684c	Les sources de l'histoire de France : XVIIe siècle (1610-171	Bourgeois, Émile (1857-1934). Auteur du texte	given-name mismatch
reject	cheruel-pierre-1809-01-17	https://gallica.bnf.fr/ark:/12148/bpt6k2047469	De l'administration de Louis XIV, 1661-1672 : d'après les mé	Chéruel, Adolphe (1809-1891). Auteur du texte	given-name mismatch
accept	franck-adolphe-1809-10-02	https://gallica.bnf.fr/ark:/12148/bpt6k902816	Les métaux sont des corps composés : mémoires présentés à l'	Franck, Adolphe (1809-1893). Auteur du texte	creator+year+memoir-title
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k70631663	Mémoires pour servir à l'histoire de la révolution de Saint-	Lacroix, Pamphile de (1774-1841). Auteur du texte	given-name mismatch
reject	lenormand-henri-1882-05-03	https://gallica.bnf.fr/ark:/12148/bpt6k96336233	Mémoires historiques et secrets de l'impératrice Joséphine. 	Le Normand, Marie-Anne Adélaïde (1772-1843). Auteur du texte	given-name mismatch
reject	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k57857107	Mémoires originaux. Traitement isopathique de la tuberculose	Simon, Vincent-Léon (1846-1911). Auteur du texte	given-name mismatch
accept	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k9692198f	Impressions et souvenirs d'un voyageur chrétien / par Xavier	Marmier, Xavier (1808-1892). Auteur du texte	creator+year+memoir-title
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k5658360m	Souvenirs d'un ex-officier, 1812-1815 / [Jacques-François Ma	Martin, Jacques (1794-1874). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5658360m	Souvenirs d'un ex-officier, 1812-1815 / [Jacques-François Ma	Martin, Jacques (1794-1874). Auteur du texte	given-name mismatch
reject	dumesnil-rene-1879-06-19	https://gallica.bnf.fr/ark:/12148/bpt6k96223756	Souvenirs de lectures : histoire et morale / par A. Du Mesni	Du Mesnil, Armand (1819-1903). Auteur du texte	given-name mismatch
reject	halevy-daniel-1872-12-12	https://gallica.bnf.fr/ark:/12148/bpt6k5477904t	Notes et souvenirs, 1871-1872 (14e édition) / par Ludovic Ha	Halévy, Ludovic (1834-1908). Auteur du texte	given-name mismatch
accept	dujardin-edouard-1861-11-10	https://gallica.bnf.fr/ark:/12148/bpt6k3351742r	Rencontres avec Houston Stewart Chamberlain : souvenirs et c	Dujardin, Édouard (1861-1949). Auteur du texte	creator+year+memoir-title
reject	dujardin-marie-chenou-1893-09-09	https://gallica.bnf.fr/ark:/12148/bpt6k3351742r	Rencontres avec Houston Stewart Chamberlain : souvenirs et c	Dujardin, Édouard (1861-1949). Auteur du texte	given-name mismatch
accept	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k34104236	Souvenirs d'un Bas-Breton. Série 2 / par Émile Souvestre	Souvestre, Émile (1806-1854). Auteur du texte	creator+year+memoir-title
reject	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k10455528	Lettres de mon moulin : impressions et souvenirs / par Alpho	Daudet, Alphonse (1840-1897). Auteur du texte	given-name mismatch
reject	conscience-henry-1812-12-03	https://gallica.bnf.fr/ark:/12148/bd6t5396736w	Souvenirs de jeunesse / par Henri Conscience ; traduction de	Conscience, Hendrik (1812-1883). Auteur du texte	given-name mismatch
reject	allard-maurice-1860-05-01	https://gallica.bnf.fr/ark:/12148/bpt6k63686197	Souvenirs d'Orient. La Dobroutcha / par le Dr Camille Allard	Allard, Camille (1832-1864). Auteur du texte	given-name mismatch
accept	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k405865m	Souvenirs du dîner Bixio / Jules Claretie ; préf. de Georges	Claretie, Jules (1840-1913). Auteur du texte	creator+year+memoir-title
reject	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k6724p	L'hécatombe : récits et souvenirs politiques, 1914-1918 / Lé	Daudet, Léon (1867-1942). Auteur du texte	given-name mismatch
reject	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k67269	La pluie de sang : nouveaux souvenirs (1914-1918) / Léon Dau	Daudet, Léon (1867-1942). Auteur du texte	given-name mismatch
accept	montegut-emile-1825-06-23	https://gallica.bnf.fr/ark:/12148/bpt6k1022057	Tableaux de la France : souvenirs de Bourgogne / par Émile M	Montégut, Émile (1825-1895). Auteur du texte / Autrice du te	creator+year+memoir-title
reject	sorel-albert-1842-08-13	https://gallica.bnf.fr/ark:/12148/bpt6k73377j	Mémoires de Marguerite de Valois ... auxquels on a ajouté so	Sorel, Charles (1582?-1674). Auteur du texte	given-name mismatch
reject	sorel-georges-1847-11-02	https://gallica.bnf.fr/ark:/12148/bpt6k73377j	Mémoires de Marguerite de Valois ... auxquels on a ajouté so	Sorel, Charles (1582?-1674). Auteur du texte	given-name mismatch
reject	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k12699696	Souvenirs des milieux littéraires, politiques artistiques et	Daudet, Léon (1867-1942). Auteur du texte	given-name mismatch
reject	villiers-adam-1838-11-07	https://gallica.bnf.fr/ark:/12148/bpt6k1189195	Mémoires de la vie du comte D***, avant sa retraite. T.1 / ,	Villiers, Pierre de (1648-1728). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k732193	Exposition et défense de notre Constitution monarchique fran	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	feydeau-georges-1862-12-08	https://gallica.bnf.fr/ark:/12148/bpt6k3792372	Mémoires d'une demoiselle de bonne famille rédigés par elle-	Feydeau, Ernest (1821-1873). Auteur du texte	given-name mismatch
accept	nisard-desire-1806-03-20	https://gallica.bnf.fr/ark:/12148/bpt6k9675503q	Souvenirs de voyages : France, Belgique, Prusse rhénane, Ang	Nisard, Désiré (1806-1888). Auteur du texte	creator+year+memoir-title
accept	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k6464633h	Paris assiégé : tableaux et souvenirs, septembre 1870-janvie	Claretie, Jules (1840-1913). Auteur du texte	creator+year+memoir-title
reject	riviere-jacques-1886-07-15	https://gallica.bnf.fr/ark:/12148/bpt6k5802413j	Souvenirs de la Nouvelle Calédonie. L'Insurrection Canaque p	Rivière, Henri (1827-1883). Auteur du texte	given-name mismatch
accept	sarcey-francisque-1827-10-08	https://gallica.bnf.fr/ark:/12148/bpt6k64640195	Le siège de Paris : impressions et souvenirs (30e édition) /	Sarcey, Francisque (1827-1899). Auteur du texte	creator+year+memoir-title
reject	halevy-daniel-1872-12-12	https://gallica.bnf.fr/ark:/12148/bd6t5369809d	Souvenirs et portraits : études sur les beaux-arts / par F. 	Halévy, Fromental (1799-1862). Auteur du texte	given-name mismatch
reject	silvestre-charles-1889-02-02	https://gallica.bnf.fr/ark:/12148/bpt6k62908x	Au pays des souvenirs : mes maîtres et mes maîtresses / Arma	Silvestre, Armand (1837-1901). Auteur du texte / Autrice du 	given-name mismatch
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k1080550	Souvenirs et impressions de voyage : quatre jours à Rome / E	Petit, Eugène (1850-1931). Auteur du texte	given-name mismatch
reject	lecomte-georges-1867-07-09	https://gallica.bnf.fr/ark:/12148/bpt6k143745d	La Ferté-Milon (Aisne) : souvenirs historiques et monuments 	Lecomte, Maurice (1869-1936). Auteur du texte	given-name mismatch
reject	sorel-albert-1842-08-13	https://gallica.bnf.fr/ark:/12148/bpt6k64235115	La fortune de la Cour, ouvrage curieux tiré des Mémoires d'u	Sorel, Charles (1582?-1674). Auteur du texte	given-name mismatch
reject	sorel-georges-1847-11-02	https://gallica.bnf.fr/ark:/12148/bpt6k64235115	La fortune de la Cour, ouvrage curieux tiré des Mémoires d'u	Sorel, Charles (1582?-1674). Auteur du texte	given-name mismatch
reject	lefevre-frederic-1889-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k1510739x	Memoires de l'Academie des sciences, inscriptions, belles le	Lefèvre, André (1718-1768). Auteur du texte	given-name mismatch
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k5460955p	Le patriotisme américain ou Mémoires sur l'établissement de 	Petit, Émilien (1713-1780?). Auteur du texte	given-name mismatch
accept	thierry-augustin-1795-05-10	https://gallica.bnf.fr/ark:/12148/bpt6k3181413	Histoire de France , traduite et extraite des chroniques ori	Thierry, Augustin (1795-1856). Auteur du texte	creator+year+memoir-title
reject	rossi-carlo-1892-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k9800590w	Physique et physique du globe : divers mémoires de MM. Tynda	Rossi, Michele Stefano de (1834-1898). Auteur du texte	given-name mismatch
reject	rossi-vittorio-g-1898-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k9800590w	Physique et physique du globe : divers mémoires de MM. Tynda	Rossi, Michele Stefano de (1834-1898). Auteur du texte	given-name mismatch
reject	benoit-peter-1834-08-17	https://gallica.bnf.fr/ark:/12148/bpt6k6439357m	Travaux et mémoires du Bureau international des poids et mes	Benoît, René (1844-1922). Auteur du texte	given-name mismatch
reject	benoit-pierre-1886-07-16	https://gallica.bnf.fr/ark:/12148/bpt6k6439357m	Travaux et mémoires du Bureau international des poids et mes	Benoît, René (1844-1922). Auteur du texte	given-name mismatch
reject	benoit-peter-1834-08-17	https://gallica.bnf.fr/ark:/12148/bpt6k6439357m	Travaux et mémoires du Bureau international des poids et mes	Benoît, René (1844-1922). Auteur du texte	given-name mismatch
reject	benoit-pierre-1886-07-16	https://gallica.bnf.fr/ark:/12148/bpt6k6439357m	Travaux et mémoires du Bureau international des poids et mes	Benoît, René (1844-1922). Auteur du texte	given-name mismatch
accept	goncourt-edmond-1822-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k1083446	Sophie Arnould, d'après sa correspondance et ses mémoires in	Goncourt, Edmond de (1822-1896). Auteur du texte	creator+year+memoir-title
reject	goncourt-edmond-1822-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k1083446	Sophie Arnould, d'après sa correspondance et ses mémoires in	Goncourt, Jules de (1830-1870). Auteur du texte	given-name mismatch
reject	lecomte-georges-1867-07-09	https://gallica.bnf.fr/ark:/12148/bpt6k1116390	Eclaircissement sur la denonciation faite a N. S. P. le pape	Le Comte, Louis (1655-1728). Auteur du texte	given-name mismatch
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bd6t5935245t	Mémoires sur la reine Hortense et la famille impériale. Tome	Lacroix, Frédéric (1811-1863). Auteur du texte / Autrice du 	given-name mismatch
reject	lacretelle-jacques-1888-07-14	https://gallica.bnf.fr/ark:/12148/bpt6k6228009f	Mémoires sur les journées révolutionnaires et les coups d'Ét	Lacretelle, Pierre-Louis (1751-1824). Auteur du texte	given-name mismatch
reject	bailly-jules-1832-12-13	https://gallica.bnf.fr/ark:/12148/bpt6k2042474	Mémoires de Bailly. T. 1 / , avec une notice sur sa vie, des	Bailly, Jean Sylvain (1736-1793). Auteur du texte	given-name mismatch
reject	curel-francois-1854-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k65238064	Boutades d'un chasseur, souvenirs et mélanges, par M. L. de 	Curel, Léonce de (1797-1863). Auteur du texte	given-name mismatch
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k56565702	La Terreur blanche : épisodes et souvenirs (1815) (3e éditio	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
accept	riviere-jacques-1886-07-15	https://gallica.bnf.fr/ark:/12148/bpt6k9465424	Allemand , souvenirs et réflexions d'un prisonnier de guerre	Rivière, Jacques (1886-1925). Auteur du texte	creator+year+memoir-title
accept	fleuriot-zenaide-1829-10-28	https://gallica.bnf.fr/ark:/12148/bpt6k5805469v	Papillonne. Souvenirs de jeunesse d'un vieux campagnard, nou	Fleuriot, Zénaïde (1829-1890). Auteur du texte	creator+year+memoir-title
reject	lemonnier-camille-1844-03-23	https://gallica.bnf.fr/ark:/12148/bpt6k5833328s	Les mille et un souvenirs d'un homme de théâtre / Alphonse L	Lemonnier, Alphonse (1842-1907). Auteur du texte	given-name mismatch
reject	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k6505253s	Lettres de mon moulin : impressions et souvenirs (7e édition	Daudet, Alphonse (1840-1897). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k107004m	Rome et Pie IX : quelques souvenirs / par l'abbé P. [sic] Gu	Guérin, Louis Remi (1834-1868). Auteur du texte	given-name mismatch
reject	lebrun-firmin-1802-02-27	https://gallica.bnf.fr/ark:/12148/bpt6k1075100	Souvenirs des guerres de Crimée et d'Italie / par le général	Lebrun, Joseph (1809-1889). Auteur du texte	given-name mismatch
accept	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k370003d	Impressions et souvenirs d'un voyageur chrétien. Réimpr. 188	Marmier, Xavier (1808-1892). Auteur du texte	creator+year+memoir-title
reject	allard-maurice-1860-05-01	https://gallica.bnf.fr/ark:/12148/bpt6k57276029	Souvenirs d'Orient. Les Échelles du Levant, par le Dr C. All	Allard, Camille (1832-1864). Auteur du texte	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k5469822r	Rapports faits à l'Institut, Académie royale des sciences , 	Faure, Nicolas-Jean (1782-1856). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k5469822r	Rapports faits à l'Institut, Académie royale des sciences , 	Faure, Nicolas-Jean (1782-1856). Auteur du texte	given-name mismatch
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k61331706	La Terreur blanche : épisodes et souvenirs de la réaction da	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
reject	sue-eugene-1804-01-26	https://gallica.bnf.fr/ark:/12148/bpt6k56235546	Henri le chancelier, souvenirs d'un voyage dans l'Amérique C	Sue, Joseph (1819-1888). Auteur du texte	given-name mismatch
accept	about-edmond-1828-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k34107823	Nouvelles et souvenirs (6e édition) / Edmond About,... ; ouv	About, Edmond (1828-1885). Auteur du texte	creator+year+memoir-title
accept	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k5439085p	Souvenirs du quatre septembre. Le Gouvernement de la défense	Simon, Jules (1814-1896). Auteur du texte	creator+year+memoir-title
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k5545585p	Mon frère et moi : souvenirs d'enfance et de jeunesse / par 	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
reject	figuier-louis-1819-02-15	https://gallica.bnf.fr/ark:/12148/bpt6k994178v	Mos de Lavène : scènes et souvenirs du bas Languedoc / par M	Figuier, Juliette (1829-1879). Auteur du texte	given-name mismatch
reject	figuier-louis-1819-02-15	https://gallica.bnf.fr/ark:/12148/bpt6k9450128	La prédicante des Cévennes : scènes et souvenirs du Languedo	Figuier, Juliette (1829-1879). Auteur du texte	given-name mismatch
reject	ribot-theodule-1839-12-18	https://gallica.bnf.fr/ark:/12148/bpt6k755914	Lettres à un ami : souvenirs de ma vie politique (7e édition	Ribot, Alexandre (1842-1923). Auteur du texte	given-name mismatch
reject	chabannes-jacques-1900-10-13	https://gallica.bnf.fr/ark:/12148/bpt6k6307325z	Lettres de M. le Mis de Chabannes à S. Exc. M. le Cte de Bla	Chabannes, Jean-Frédéric de (1762-1836 ; marquis de Curton).	given-name mismatch
reject	cheruel-pierre-1809-01-17	https://gallica.bnf.fr/ark:/12148/bd6t5351508n	Mémoires sur la vie publique et privée de Fouquet,... d'aprè	Chéruel, Adolphe (1809-1891). Auteur du texte	given-name mismatch
reject	ducasse-andre-1894-07-23	https://gallica.bnf.fr/ark:/12148/bpt6k6507563t	Le maréchal Marmont, duc de Raguse, devant l'histoire : exam	Du Casse, Albert (1813-1893). Auteur du texte	given-name mismatch
reject	bertrand-louis-1866-03-25	https://gallica.bnf.fr/ark:/12148/bpt6k9799247w	Recueil de memoires et d'observations sur la formation &amp;	Bertrand, Élie (1713-1797). Auteur du texte	given-name mismatch
reject	perier-gaston-1879-02-07	https://gallica.bnf.fr/ark:/12148/bpt6k97513786	Lettres, opuscules et mémoires de madame Périer et de Jacque	Périer, Gilberte (1620-1687). Auteur du texte	given-name mismatch
reject	perier-gaston-1879-02-07	https://gallica.bnf.fr/ark:/12148/bpt6k97513786	Lettres, opuscules et mémoires de madame Périer et de Jacque	Périer, Marguerite (1646-1733). Auteur du texte	given-name mismatch
accept	soulie-frederic-1800-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k5742132q	Confession générale, par Frédéric Soulié...	Soulié, Frédéric (1800-1847). Auteur du texte	creator+year+memoir-title
accept	veuillot-louis-1813-10-11	https://gallica.bnf.fr/ark:/12148/bpt6k58202539	Les Français en Algérie, souvenirs d'un voyage fait en 1841,	Veuillot, Louis (1813-1883). Auteur du texte	creator+year+memoir-title
reject	figuier-louis-1819-02-15	https://gallica.bnf.fr/ark:/12148/bpt6k5702638t	Les Soeurs de lait, scènes et souvenirs du Bas-Languedoc, pa	Figuier, Juliette (1829-1879). Auteur du texte	given-name mismatch
reject	royer-clemence-1830-04-21	https://gallica.bnf.fr/ark:/12148/bpt6k5701613p	Aventures de voyage, tableaux, récits et souvenirs du Levant	Royer, Alphonse (1803-1875). Auteur du texte	given-name mismatch
reject	ducasse-andre-1894-07-23	https://gallica.bnf.fr/ark:/12148/bpt6k5720227k	Souvenirs de Saint-Cyr et de l'école d'état-major / Baron Du	Du Casse, Albert (1813-1893). Auteur du texte	given-name mismatch
accept	riviere-jacques-1886-07-15	https://gallica.bnf.fr/ark:/12148/bpt6k8630316s	L'Allemand, souvenirs et réflexions d'un prisonnier de guerr	Rivière, Jacques (1886-1925). Auteur du texte	creator+year+memoir-title
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k6212448s	La Terre Sainte. Son histoire, ses souvenirs, ses sites, ses	Guérin, Victor (1821-1891). Auteur du texte	given-name mismatch
reject	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k1031111	Premier voyage, premier mensonge : souvenirs de mon enfance 	Daudet, Alphonse (1840-1897). Auteur du texte	given-name mismatch
reject	lenormand-henri-1882-05-03	https://gallica.bnf.fr/ark:/12148/bpt6k74003d	Les oracles sibyllins, ou La suite des souvenirs prophétique	Le Normand, Marie-Anne Adélaïde (1772-1843). Auteur du texte	given-name mismatch
accept	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k37211g	La canne de M. Michelet : promenades et souvenirs / Jules Cl	Claretie, Jules (1840-1913). Auteur du texte	creator+year+memoir-title
accept	feval-paul-1816-09-29	https://gallica.bnf.fr/ark:/12148/bpt6k64566g	Le mari embaumé : souvenirs d'un page de M. de Vendôme / par	Féval, Paul (1816-1887). Auteur du texte	creator+year+memoir-title
reject	haussonville-gabriel-1843-09-21	https://gallica.bnf.fr/ark:/12148/bpt6k2048067	Ma jeunesse, 1814-1830, souvenirs / par le Cte d'Haussonvill	Haussonville, Joseph-Othenin-Bernard de Cléron (1809-1884 ; 	given-name mismatch
reject	sainte-beuve-charles-1804-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k5452641z	Mémoires de Beaumarchais dans l'Affaire Goezman (Nouvelle éd	Sainte-Beuve, Charles-Augustin (1804-1869). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k6565037n	Mémoires pour servir à l'histoire de notre tems. Volume 1 / 	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k6544717f	Mémoires pour servir à l'histoire de notre tems. Volume 1 / 	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k58416969	Mémoires de François Martin, fondateur de Pondichéry (1665-1	Martin, François (1634-1706). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k58416969	Mémoires de François Martin, fondateur de Pondichéry (1665-1	Martin, François (1634-1706). Auteur du texte	given-name mismatch
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bd6t5922620d	Mémoires curieux sur l'histoire des moeurs et de la prostitu	Lacroix, Paul (1806-1884). Auteur du texte	given-name mismatch
reject	bourgeois-pierre-1898-12-04	https://gallica.bnf.fr/ark:/12148/bpt6k930999v	Derniers échos de la campagne de France dans la Brie champen	Bourgeois, Armand (1841-1911). Auteur du texte	given-name mismatch
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k939253h	Histoire diplomatique de l'alliance franco-russe, 1873-1893 	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
reject	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k5657447s	Grande Kabylie : légendes et souvenirs / C. Fabre ; illustra	Fabre, Césaire (1858-1935). Auteur du texte	given-name mismatch
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k5657447s	Grande Kabylie : légendes et souvenirs / C. Fabre ; illustra	Fabre, Césaire (1858-1935). Auteur du texte	given-name mismatch
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k5664965s	Quand j'étais jeune, souvenirs d'un vieux, par Paul-L. Jacob	Lacroix, Paul (1806-1884). Auteur du texte	given-name mismatch
reject	ducasse-andre-1894-07-23	https://gallica.bnf.fr/ark:/12148/bpt6k1417083v	Souvenirs d'un officier du 2e de zouaves / [par le général J	Du Casse, Albert (1813-1893). Auteur du texte	given-name mismatch
reject	lefevre-frederic-1889-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k6119356x	Souvenirs de la conspiration de La Rochelle, dite des quatre	Lefèvre, Isidore-Simon (1796-1848). Auteur du texte	given-name mismatch
reject	halevy-daniel-1872-12-12	https://gallica.bnf.fr/ark:/12148/bpt6k220633w	Derniers souvenirs et portraits / par F. Halévy ; précédés d	Halévy, Fromental (1799-1862). Auteur du texte	given-name mismatch
reject	dujardin-edouard-1861-11-10	https://gallica.bnf.fr/ark:/12148/bpt6k102744s	Voyages aux Pyrénées ; Souvenirs du Midi par un homme du Nor	Dujardin, Victor (1830-1897). Auteur du texte	given-name mismatch
reject	dujardin-marie-chenou-1893-09-09	https://gallica.bnf.fr/ark:/12148/bpt6k102744s	Voyages aux Pyrénées ; Souvenirs du Midi par un homme du Nor	Dujardin, Victor (1830-1897). Auteur du texte	given-name mismatch
reject	durand-oswald-1888-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k6305411n	Trois nouveaux mémoires sur l'action nerveuse : 1°recherches	Durand, François Auguste (1808-18..?). Auteur du texte	given-name mismatch
reject	ducasse-andre-1894-07-23	https://gallica.bnf.fr/ark:/12148/bpt6k63655478	Mémoires pour servir à l'hitoire de la campagne de 1812 en R	Du Casse, Albert (1813-1893). Auteur du texte	given-name mismatch
reject	leblanc-maurice-1864-12-11	https://gallica.bnf.fr/ark:/12148/bpt6k57748864	Mémoires de l'ouvrier François Leblanc, adjoint au maire de 	Leblanc, François (1819-1896). Auteur du texte	given-name mismatch
reject	bertrand-louis-1866-03-25	https://gallica.bnf.fr/ark:/12148/bpt6k57028640	Mémoires historiques sur les missions des ordres religieux e	Bertrand, Joseph (1801-1884). Auteur du texte	given-name mismatch
